transcript,lineA_time_x,lineA_time_y
AT2G38600.2,3.30936274867775,1.76278742910325
AT2G38600.1,0,0
AT4G08295.1,0,1.04979482135337
AT1G62420.1,0,3.41617918056012
AT5G04480.1,839.566092416338,702.956251316125
AT3G01435.2,36.1998998208417,94.8836208025768
AT5G04480.2,192.363261345213,588.534730961933
AT5G46820.1,1.64081593812942,0
AT1G09247.1,3.67453932624123,3.59258084756307
AT5G37670.1,64.575601968613,45.4464756516854
AT1G58390.1,32.0129421525209,37.139514093395
AT4G15030.3,0,0.587595809701083
AT1G60890.1,1278.09181144213,831.405636686338
AT5G51720.1,2966.10403737669,6829.30700355433
AT1G59910.1,593.268593784162,761.83060176279
AT5G17910.3,218.581224989507,383.240043531771
AT1G75500.1,5606.72343695297,5903.65153693378
AT1G75500.2,0,2.44952124982453
AT4G00450.1,1819.97146404958,691.425717879823
AT1G26840.1,279.834312001297,145.225888265819
AT1G73700.1,27.2279152193116,33.7868202710094
AT2G48150.1,0.883751583515527,0.881393714551623
AT2G48150.2,6.76789970374361,3.44818142136495
AT4G18890.2,20.4904912666593,5.2189694106694
AT4G18890.1,394.278557423152,332.608534977048
AT1G59900.2,56.5458942016574,17.9650315633815
AT1G34580.2,20.6016606187473,17.3105595451826
AT1G34580.1,41.8252840580615,95.7777306656074
AT1G59900.1,6002.21203472777,5851.4086280054
AT5G18660.1,11522.7426413154,6498.22567497515
AT1G10417.2,24.1681623768327,16.8248436925311
AT5G26250.1,4.04770467740955,5.19496773006578
AT1G04980.1,2429.07483055598,425.598593538814
AT3G01960.1,331.260063971009,131.314373036895
AT1G70000.1,267.364199343081,637.283268248823
AT5G22780.2,64.2718707024838,77.6572228737948
AT1G70740.2,0.330936274867775,0
AT5G22780.1,2407.61779801527,2021.53796772892
AT5G24580.3,11.2518333455044,173.99502401041
AT5G24580.1,183.854284224209,124.954228340331
AT5G24580.5,19.9290544167345,151.356430533198
AT5G44350.1,7.48649953366135,9.7972108171174
AT4G19500.2,512.686677968636,650.726212983575
AT4G19500.1,2205.67930478342,3063.98007562529
AT1G03980.1,0.589167722343687,0
AT1G03980.3,6.58990218686833,1.93118853590499
AT1G03980.2,15.2548099303534,8.9398187831694
AT1G03980.4,3.24042247289027,0
AT3G04720.1,425.618831667802,431.724854225694
AT1G06890.1,128.061518812711,205.779111640849
AT1G06890.2,967.577263551763,685.055489962694
AT1G06890.3,574.446868746862,415.077200191658
AT1G06890.4,434.523072127775,372.833514168549
AT3G15940.1,515.271377341358,108.911244842131
AT3G15940.2,1011.84818440678,726.728445097313
AT2G18915.1,15.9054891574156,18.2154701007335
AT1G04420.1,7840.06269664174,8083.519968009
AT1G03990.1,4.63310784814887,8.08755558253449
AT5G03840.1,6.36425860148397,16.597437156574
AT3G28956.11,17.3804478091387,61.6806265297405
AT3G28956.10,27.6795892953401,14.53445946455
AT1G35320.1,116.648475849915,92.6219985086796
AT1G35320.2,40.0578536561668,43.8863486766137
AT1G35320.3,34.3305157495274,36.134721125502
AT1G16780.1,914.807054396396,531.571452366836
AT1G16780.3,0,57.8479810712231
AT1G16780.2,90.6765393137703,193.590565867456
AT2G40840.1,14726.1022732993,2077.68085439549
AT5G57090.2,2.35667088937474,0
AT5G57090.1,8.81886617440947,7.6364884196891
AT4G08990.1,0,0
AT5G41150.4,0,251.058125795859
AT5G42400.3,110.32894774399,13.9702610963611
AT3G48360.2,403.053227940534,5426.60428751677
AT3G50840.2,43.5190285859132,31.1572916073435
AT3G45710.1,34.7123026419727,55.0972894978973
AT3G50840.3,2.97842647380998,24.6993856573799
AT1G78200.4,328.44191911742,216.45720007599
AT1G29850.3,45.3835170412741,22.8924601756253
AT1G29850.2,1475.17154347227,1305.25979346325
AT1G29850.1,2039.97913934994,1959.95226424549
AT5G41150.1,273.212095381753,180.46425896986
AT1G12010.1,110.632783511113,145.557302084391
AT1G72450.2,105.470228046314,103.756314196903
AT1G72450.1,893.922830904079,1187.93993756064
AT4G39530.1,176.155200676424,153.383191783739
AT5G55730.1,2629.5024472288,1363.31291530814
AT1G12000.1,3645.87073978246,2567.04146828096
AT1G77330.1,26.0460952242878,72.0116520577447
AT1G06080.2,2.73469323021571,11.7519161940216
AT2G01310.1,3.19819339658972,1.30346014433908
AT1G06080.1,67.1430313342307,38.054009508819
AT4G34930.1,36.9385217508414,51.258169705369
AT5G67320.1,2256.00235965849,2161.73220834309
AT1G50140.1,185.620296988634,683.79176689102
AT1G50140.3,0,39.9565150596737
AT1G50140.2,60.962439676095,1221.88641711664
AT1G50140.5,772.549960995588,32.1739504439937
AT1G50140.4,734.484168225621,28.7960360814499
AT3G09780.1,113.346009436774,234.749851856766
AT5G06210.1,400.359391347283,602.349833465062
AT3G23670.1,1085.35598882302,656.775137119255
AT4G10140.1,490.447387050103,423.120720460225
AT2G08780.1,0.883751583515527,0.6035969301035
AT3G28970.1,823.247007763353,851.545414985586
AT5G23510.2,0,16.0968539274183
AT5G23510.3,304.318138638596,256.853319293416
AT1G80190.2,28.6845769766931,22.5391480995559
AT2G47020.1,203.233657200654,309.398439280658
AT2G47020.3,23.5523562201384,13.0238589371602
AT2G47020.2,10.7892459480705,6.1886288491519
AT2G47020.5,12.6308263818296,9.50341291226686
AT2G20050.1,785.356368579042,1077.18593603591
AT2G26200.1,724.948001895494,491.140238118579
AT2G26200.2,165.691719873425,75.8347707298706
AT4G15030.2,3.77560779372419,1.60525860939083
AT4G15030.1,652.199681189261,709.270788845105
AT3G18790.1,1417.22261778548,1292.70748802814
AT2G40350.2,49.2509048546765,0
AT2G40350.1,4.86811264647427,0
AT2G45720.4,51.8371635501681,0
AT2G45720.5,345.992106727839,250.406336462367
AT4G28910.2,1175.57443053932,1286.98361216952
AT1G58150.1,57.3338212126224,86.0000416000743
AT1G29395.1,3873.95997967181,253.830765383474
AT1G27940.2,42.114275745322,168.450677967684
AT1G27940.1,226.363961948348,250.662511211839
AT2G45720.3,16.2021123644514,29.3942549978944
AT2G04790.12,9.32083086547967,12.259991241315
AT2G04790.13,5.43028916806306,2.82058281065782
AT3G47660.2,9.4980887106909,9.55354359904027
AT4G12040.1,1060.17788801487,1132.28229424037
AT3G47660.6,0,0
AT1G11790.2,122.777357975945,28.1930433904379
AT1G11790.1,1866.74094451894,1150.25210995969
AT1G50780.1,5.33858191352115,4.36957793692262
AT5G01060.3,1.17833544468737,0
AT3G51850.2,255.682089350224,246.083308330063
AT3G51850.3,724.384056898266,946.437185478508
AT3G03570.1,662.315961597062,809.367222359539
AT4G25640.1,2336.74662239744,990.8876343378
AT5G16150.1,1006.48016628154,788.350882193789
AT5G16150.2,1186.67267488423,1427.29468619511
AT5G16150.3,3353.32993083866,3617.9501267267
AT5G41920.1,652.318514115553,304.150943595163
AT1G78420.1,1027.07500621914,976.083118974477
AT1G78420.2,1.17833544468737,2.96998128931025
AT5G13880.1,70.9575633230471,71.5363236525781
AT1G23780.1,1145.53317119868,1163.78628028782
AT5G42690.4,47.5525150607091,94.7894683229236
AT5G42690.5,16.0454090548545,7.32642983271855
AT5G42690.2,8.60434314656217,16.5989155778462
AT1G08980.1,2806.22777457414,2545.7282613228
AT5G42690.1,14.2004168358952,17.6783600365514
AT3G52630.2,346.180767216282,95.1892606737255
AT3G05152.1,16.6736740695665,13.4910570012668
AT5G28830.1,251.412536888632,315.224600986898
AT2G04955.1,84.9979653962851,44.265540578507
AT3G02400.1,280.285812980049,397.251876255847
AT1G28220.1,1.64081593812942,1.74965803558895
AT1G23790.1,394.89306182122,226.725802395149
AT1G24793.1,0,0
AT3G08840.9,199.192241573686,258.694893464976
AT3G08840.8,114.966243272285,97.4624861349467
AT3G08840.3,88.244482827189,37.2237847279111
AT3G08840.2,107.701768302677,43.5360277269195
AT3G08840.1,190.053850742491,187.815275034563
AT3G08840.7,53.0403328864774,29.1493138736885
AT3G08840.6,98.9797463737497,80.8778025503982
AT3G08840.5,89.6787875906543,37.5384530247596
AT3G08840.4,89.7980957340447,5.56890101778719
AT5G57880.1,246.326389096971,166.895023679976
AT4G21790.1,2468.32457883012,3167.90524592514
ATMG00130.1,1.20881119577869,1.17519161940216
AT1G21730.1,678.908202393969,587.803593247411
AT4G03400.1,6.44072798048023,8.34935124658019
AT5G03700.1,49.9507822587121,138.182479547889
AT4G03400.2,694.180182641739,1045.82193794049
AT5G50770.1,0,0
AT1G70160.1,3524.86538679381,3390.50291673072
AT5G64870.1,84.4422983049731,49.5273845170706
AT4G03410.2,104.60212672618,246.944762946054
AT5G61200.4,62.4354934529494,122.878923842404
AT4G03410.1,526.640245005135,261.292774946583
AT5G52740.1,5.53374974781421,16.7167011582702
AT4G00970.1,195.073142802362,316.981316832845
AT5G52740.2,4.63310784814887,2.44952124982453
AT2G14290.1,6.01358022780214,4.27344143364932
AT5G02200.1,18.1209746140071,22.3106078197005
AT1G31820.1,160.477007544997,166.480534183982
